En[MeV]
0.06	93
0.10	314
0.20	633
0.30	901
0.40	1092
0.50	1193
0.60	1346
0.70	1395
0.80	1407
0.90	1675
1.00	1747
1.20	1904
1.40	1813
1.60	2111
1.80	2360
2.00	2504
2.20	662
2.40	152
2.60	66
2.80	59
3.00	97
3.20	122
3.40	170
3.60	178
3.80	121
4.00	91
4.20	95
4.40	114
4.60	138
4.80	157
5.00	178
5.20	210
5.40	232
5.60	244
5.80	237
6.00	250
6.30	236
6.40	221
6.60	181
6.80	140
7.00	109
7.30	67
7.60	29
7.90	8
8.20	2
8.50	0
8.80	0
9.10	0
9.50	0
9.90	0
10.30	0
10.70	0
11.10	0
11.50	0
11.90	0
